train_no,train_name,type_code
12230,Lucknow Mail,SF-TRAINS
12231,Lucknow-Chandigarh Express,SF-TRAINS
12232,Chandigarh - Lucknow Sadhbhavna SF Express,SF-TRAINS
12233,Lucknow New Delhi AC Express,SF-TRAINS
12239,Mumbai Central Jaipur AC Duronto Express,PRM-TRAINS
12260,New Delhi-Sealdah AC Duronto Express,PRM-TRAINS
12271,Lucknow-New Delhi AC Duronto Express,PRM-TRAINS
12273,Howrah-New Delhi Duronto Express,PRM-TRAINS
12274,New Delhi-Howrah Duronto Express,PRM-TRAINS
40029,Chennai Beach TambaramEMU (12 car),PASS-TRAINS
56394,Kollam Kottayam Passenger,PASS-TRAINS
12234,NewDelhi-Lucknow AC Express,SF-TRAINS
12235,DIBRUGARH - NEW DELHI Rajdhani Exp,RAJ-TRAINS
12236,NEW DELHI - DIBRUGARH Rajdhani Exp,RAJ-TRAINS
12237,Varanasi-Jammu Tawi SF Express,SF-TRAINS
12238,Jammu-Varanasi SF Express,SF-TRAINS
12241,Chandigarh-Amritsar Duronto Express,PRM-TRAINS
12242,Amritsar-Chandigarh Duronto Express,PRM-TRAINS
12243,Chennai Central-Coimbatore AC Duronto Express,PRM-TRAINS
12244,Coimbatore-Chennai Central AC Duronto Express,PRM-TRAINS
12245,HOWRAH - YESVANTPUR AC Duronto Exp,PRM-TRAINS
12251,Wainganga express,SF-TRAINS
12252,Wainganga express,SF-TRAINS
12253,YESVANTPUR - BHAGALPUR Anga SF Exp,SF-TRAINS
12254,BHAGALPUR - YESVANTPUR Anga SF Exp,SF-TRAINS
12261,MUMBAI CST - HOWRAH AC Duronto Exp,PRM-TRAINS
12262,HOWRAH - MUMBAI CST AC Duronto Exp,PRM-TRAINS
12264,Hazrat Nizamuddin-Pune AC Duronto Express,PRM-TRAINS
12265,Delhi Sarai Rohilla Jammu Tawi Duronto Express,PRM-TRAINS
12266,Jammu Tawi-Delhi Sarai Rohilla Duronto Express,PRM-TRAINS
12267,Mumbai Central-Ahmedabad AC Duronto Express,PRM-TRAINS
12268,Ahmedabad-Mumbai Central AC Duronto Express,PRM-TRAINS
12269,Chennai-Hazrat Nizamuddin Duronto Express,PRM-TRAINS
12270,Hazrat Nizamuddin-Chennai Duronto,PRM-TRAINS
12272,New Delhi-Lucknow AC Duronto Express,PRM-TRAINS
12275,Allahabad-New Delhi Duronto Express,PRM-TRAINS
12276,New Delhi-Allahabad Duronto Express,PRM-TRAINS
12277,Howrah Puri Duronto Express,PRM-TRAINS
12301,Howrah-New Delhi Rajdhani Express,RAJ-TRAINS
12303,Poorva Express,SF-TRAINS
12307,Howrah-Jodhpur SF Express,SF-TRAINS
12307-Slip,Howrah-Bikaner Express,SF-TRAINS
12311,Kalka Mail,SF-TRAINS
12313,KOL SEALDAH - NEW DELHI Rajdhani Exp,RAJ-TRAINS
12314,NEW DELHI - KOL SEALDAH Rajdhani Exp,RAJ-TRAINS
12316,Ananya Express,SF-TRAINS
12318,AKAL TAKHT Express,SF-TRAINS
12320,AGRA CANTT - KOLKATA CHITPUR SF Exp,SF-TRAINS
12325,KOLKATA CHITPUR - NANGAL DAM Gurumukhi Exp,SF-TRAINS
12326,NANGAL DAM - KOLKATA CHITPUR Gurumukhi Exp,SF-TRAINS
12327,Upasana Express,SF-TRAINS
12329,West Bengal Sampark Kranti,EXP-TRAINS
12330,West Bengal Sampark Kranti Express,EXP-TRAINS
12331,Himgiri Express,SF-TRAINS
15941,JHAJHA - DIBRUGARH Exp,EXP-TRAINS
40031,Chennai Beach TambaramEMU (12 car),PASS-TRAINS
55334,Mathura-KasGanj Passenger,PASS-TRAINS
63566,Jhajha Jasidih Passenger,PASS-TRAINS
12278,Puri-Howrah AC Duronto Express,PRM-TRAINS
12279,Jhansi-H.Nizamuddin Taj Express,SF-TRAINS
12280,H.Nizamuddin-Jhansi Taj Express,SF-TRAINS
12281,Bhubaneswar-New Delhi Duronto,PRM-TRAINS
12282,New Delhi-Bhubaneswar Duronto Express,PRM-TRAINS
12284,DELHI H NIZAMUDDIN - ERNAKULAM Duronto Exp,PRM-TRAINS
12287,Kochuveli-Dehradun Weekly Express,SF-TRAINS
12289,Mumbai CSTM-Nagpur Duronto Express,PRM-TRAINS
12290,Nagpur-Mumbai CST Duronto Express,PRM-TRAINS
12291,YESVANTPUR - CHENNAI SF Exp,SF-TRAINS
12292,CHENNAI - YESVANTPUR SF Exp,SF-TRAINS
12295,BANGALORE - PATLIPUTRA Sanghamitra SF Exp,SF-TRAINS
12296,PATLIPUTRA - BANGALORE Sanghamitra SF Exp,SF-TRAINS
12302,New Delhi-Howrah Rajdhani Express,RAJ-TRAINS
12304,Poorva Express,SF-TRAINS
12305,Howrah-New Delhi Rajdhani Express,RAJ-TRAINS
12306,New Delhi-Howrah Rajdhani Express,RAJ-TRAINS
12308,Jodhpur-Howrah SF Express,SF-TRAINS
12309,Rajendra Nagar-New Delhi Rajdhani Express,RAJ-TRAINS
12310,New Delhi Rajendra Nagar Rajdhani Express,RAJ-TRAINS
12312,Kalka Mail,SF-TRAINS
12321,HOWRAH - MUMBAI CST Mail (via Allahabad),SF-TRAINS
12322,MUMBAI CST - HOWRAH Mail (via Allahabad),SF-TRAINS
12323,Howrah-NewDelhi SF Express,SF-TRAINS
12324,New Delhi-Howrah SF Express,SF-TRAINS
12328,Upasana Express,SF-TRAINS
12332,Himgiri Express,SF-TRAINS
12333,Vibhuti Express,SF-TRAINS
12339,Coalfield Express,SF-TRAINS
12340,Coalfield Express,SF-TRAINS
12343-Slip,Darjeeling Mail Slip,EXP-TRAINS
12344,Darjeeling Mail,SF-TRAINS
12355,Archana Express,SF-TRAINS
12359,KOLKATA CHITPUR - PATNA Garib Rath Exp,GRB-TRAINS
12363,KOLKATA CHITPUR - HALDIBARI SF Intercity Exp,SF-TRAINS
12367,Vikramshila Express,SF-TRAINS
12377,Padatik Express,SF-TRAINS
12378,Padatik Express,SF-TRAINS
12379,Sealdah - Amritsar Superfast Express,SF-TRAINS
12383,Howrah-Dhanbad AC DD Express,SF-TRAINS
12384,Dhanbad-Howrah AC DD Express,SF-TRAINS
12757,Tirupati-Coimbatore Intercity Express,SF-TRAINS
12758,Coimbatore-Tirupati (Triweekly) SF Intercity Expre,SF-TRAINS
17488,Tirumala Express,EXP-TRAINS
19065,MUMBAI BANDRA - BHAGAT KI KOTHI Exp,EXP-TRAINS
54552,Bhatinda Ambala Passenger,PASS-TRAINS
56041,Tirupati-Pondicherry Passenger,PASS-TRAINS
57200,Rajahmundry Vijayawada Passenger,PASS-TRAINS
12246,YESVANTPUR - HOWRAH AC Duronto Exp,PRM-TRAINS
12334,Vibhuti Express,SF-TRAINS
12337,Shantiniketan Express,SF-TRAINS
12338,Shantiniketan Express,SF-TRAINS
12341,Agniveena Express,SF-TRAINS
12342,Agniveena Express,SF-TRAINS
12345,HOWRAH - GUWAHATI Saraighat SF Exp,SF-TRAINS
12347,Howrah-Rampur Hat SF Express,SF-TRAINS
12348,Rampur Hat-Howrah SF Express,SF-TRAINS
12351,Howrah- Danapur Express,SF-TRAINS
12352,Danapur- Howrah Express,SF-TRAINS
12356,Archana Express,SF-TRAINS
12357,KOLKATA CHITPUR - AMRITSAR Durgiana SF Exp,SF-TRAINS
12358,AMRITSAR - KOLKATA CHITPUR Durgiana SF Exp,SF-TRAINS
12360,KOLKATA CHITPUR - PATNA Garib Rath Exp,GRB-TRAINS
12361,ASANSOL - MUMBAI CST SF Exp,SF-TRAINS
12362,MUMBAI CST - ASANSOL SF Exp,SF-TRAINS
12364,HALDIBARI - KOLKATA CHITPUR SF Intercity Exp,SF-TRAINS
12365,Patna-Ranchi Jan Shatabdi Express,SHT-TRAINS
12366,Ranchi Patna Jan Shatabdi Express,SHT-TRAINS
12369,Kumbh Express,SF-TRAINS
12370,Kumbh Express,SF-TRAINS
12381,Poorva Express,SF-TRAINS
12382,Poorva Express,SF-TRAINS
12389,GAYA - CHENNAI EGMORE SF Exp,SF-TRAINS
12390,CHENNAI EGMORE - GAYA SF Exp,SF-TRAINS
12391,Shramjeevi Express,SF-TRAINS
12392,Shramjeevi Express,SF-TRAINS
12396,Ajmer-RajendraNagar Ziyarat Express,SF-TRAINS
12404,Mathura Allahabad SF Express,SF-TRAINS
12408,AMRITSAR - NEW JALPAIGURI Karmabhoomi Exp,SF-TRAINS
12410,Gondwana Express,SF-TRAINS
12411,CHANDIGARH - AMRITSAR Intercity SF Exp,SF-TRAINS
12412,AMRITSAR - CHANDIGARH Intercity SF Exp,SF-TRAINS
12413,Pooja express,SF-TRAINS
12414,Pooja Express,SF-TRAINS
12419,Gomti Express,SF-TRAINS
12420,Gomti Express,SF-TRAINS
12423,DIBRUGARH TOWN - NEW DELHI Rajdhani Exp,RAJ-TRAINS
12427,REWA - DELHI ANAND VIHAR SF Exp,SF-TRAINS
12428,DELHI ANAND VIHAR - REWA SF Exp,SF-TRAINS
12431,TRIVANDRUM - DELHI H NIZAMUDDIN Rajdhani Exp,RAJ-TRAINS
12432,DELHI H NIZAMUDDIN - TRIVANDRUM Rajdhani Exp,RAJ-TRAINS
12437,Secunderabad Rajdhani Express,RAJ-TRAINS
12438,Secunderabad Rajdhani Express,RAJ-TRAINS
12439,RANCHI - NEW DELHI Rajdhani Exp,RAJ-TRAINS
12440,NEW DELHI - RANCHI Rajdhani Exp,RAJ-TRAINS
40001,Chennai Beach Tambaram EMU(12 Car),PASS-TRAINS
12397,Mahabodhi Express,SF-TRAINS
12398,Mahabodhi Express,SF-TRAINS
12401,Magadh Express,SF-TRAINS
12402,Magadh Express,SF-TRAINS
12405,Gondwana Express,SF-TRAINS
12406,H.Nizamuddin-Bhusaval Gondwana Express,SF-TRAINS
12415,Indore-Nizamuddin Express,SF-TRAINS
12416,Nizamuddin-Indore Express,SF-TRAINS
12417,Prayagraj Express,SF-TRAINS
12418,Prayagraj Express,SF-TRAINS
12424,NEW DELHI - DIBRUGARH TOWN Rajdhani Exp,RAJ-TRAINS
12425,Jammu Rajdhani Express,RAJ-TRAINS
12426,Jammu Rajdhani Express,RAJ-TRAINS
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,RAJ-TRAINS
12430,Delhi H Nizamuddin-Bangalore Rajdhani Express,RAJ-TRAINS
12433,Chennai Central-Delhi H.Nizamuddin Rajdhani Expres,RAJ-TRAINS
12435,DIBRUGARH TOWN - NEW DELHI Rajdhani Exp,RAJ-TRAINS
12436,NEW DELHI - DIBRUGARH TOWN Rajdhani Exp,RAJ-TRAINS
12441,Bilaspur-New Delhi Rajdhani Express,RAJ-TRAINS
12442,Bilaspur Rajdhani Express,RAJ-TRAINS
12445,Uttar Sampark Kranti Express,EXP-TRAINS
12446,Uttar Sampark Kranti Express,EXP-TRAINS
12447,UP Sampark Kranti Express,EXP-TRAINS
12448,UP Sampark Kranti Express,EXP-TRAINS
12497,Shan-e-Punjab Express,SF-TRAINS
12455,DelhiSaraiRohilla-ShriGanganagar AC SF Express,SF-TRAINS
12456,ShriGanganagar-DelhiSaraiRohilla AC SF Express,SF-TRAINS
12457,Delhi SaraiRohilla-Bikaner Express,SF-TRAINS
12458,Bikaner-DelhiSaraiRohiilla Express,SF-TRAINS
12468,Jaipur Bikaner InterCity Express,SF-TRAINS
12472,Jammu Tawi - Mumbai Bandra (T.) SF Swaraj Express,SF-TRAINS
12475,Hapa - Jammu Tawi Sarvodaya SF Express,SF-TRAINS
12476,Jammu Tawi - Hapa Sarvodaya SF Express,SF-TRAINS
12477,Jamnagar - Jammu Tawi SF Sindhu Express,SF-TRAINS
12479,JODHPUR - MUMBAI BANDRA Suryanagari SF Exp,SF-TRAINS
12480,MUMBAI BANDRA - JODHPUR Suryanagari SF Exp,SF-TRAINS
12485,H S NANDED - SHRI GANGANAGAR Exp,SF-TRAINS
12486,SHRI GANGANAGAR - H S NANDED Exp,SF-TRAINS
12487,Seemanchal Express,SF-TRAINS
12489,Bikaner-Dadar Express,SF-TRAINS
12490,Dadar - Bikaner Express,SF-TRAINS
12491,BARAUNI - JAMMU TAWI Maur Dhwaj Express,SF-TRAINS
12492,JAMMU TAWI - BARAUNI Maur Dhwaj Express,SF-TRAINS
12496,KOLKATA CHITPUR - BIKANER Pratap Exp,SF-TRAINS
16359,ERNAKULAM - PATNA Exp,EXP-TRAINS
22607,ERNAKULAM - BANGALORE Weekly SF Exp,SF-TRAINS
53446,Bhagalpur Mandar Hill Passenger,PASS-TRAINS
12449,MADGAON - CHANDIGARH Goa Sampark Kranti Exp,EXP-TRAINS
12450,CHANDIGARH - MADGAON Goa Sampark Kranti Exp,EXP-TRAINS
12451,Shram Shakti Express,SF-TRAINS
12452,Shram Shakti Express,SF-TRAINS
12453,Ranchi-New Delhi Rajdhani Express,RAJ-TRAINS
12454,New Delhi-Ranchi Rajdhani Express,RAJ-TRAINS
12459,NewDelhi-Amritsar SF InterCity,SF-TRAINS
12460,Amritsar-New Delhi Intercity Express,SF-TRAINS
12461,Mandore Express,SF-TRAINS
12462,Mandore Express,SF-TRAINS
12464,Rajasthan Sampark Kranti Express,EXP-TRAINS
12465,Indore-Jodhpur Ranthambhore Express,SF-TRAINS
12466,Jodhpur-Indore Ranthambhore Intercity Express,SF-TRAINS
12469,Kanpur Jammu Express,SF-TRAINS
12470,Jammu Kanpur Express,SF-TRAINS
12473,Sarvodaya SF Express,SF-TRAINS
12474,Sarvodaya SF Express,SF-TRAINS
12478,Jammu Tawi - Jamnagar (Weekly) Sindhu SF Express,SF-TRAINS
12481,Delhi Sriganganagar InterCity,SF-TRAINS
12482,Sriganganagar Delhi InterCity Express,SF-TRAINS
12484,AMRITSAR - KOCHUVELI SF Exp,SF-TRAINS
12493,Bangalore-Hazrat Nizammudin Rajdhani Express,RAJ-TRAINS
12494,Hazrat Nizamuddin-Bangalore Rajdhani Express,RAJ-TRAINS
12501,GUWAHATI - NEW DELHI Poorvottar Sampark Kranti Exp,EXP-TRAINS
12502,NEW DELHI - GUWAHATI Poorvottar Sampark Kranti Exp,EXP-TRAINS
12507,TRIVANDRUM - GUWAHATI SF Exp,SF-TRAINS
12508,GUWAHATI - TRIVANDRUM SF Exp,SF-TRAINS
12511,Rapti Sagar Express,SF-TRAINS
12512,Rapti Sagar Expres,SF-TRAINS
12514,GUWAHATI - SECUNDERABAD Exp,SF-TRAINS
12519,MUMBAI LTT - KAMAKHYA AC Exp,SF-TRAINS
12520,KAMAKHYA - MUMBAI LTT AC Exp,SF-TRAINS
12522,Raptisagar Express,SF-TRAINS
12527,Mumbai CST-Latur Superfast Express.,SF-TRAINS
12528,Latur-Mumbai CST Superfast Express,SF-TRAINS
12535,Lucknow-Raipur Garib Rath Express,GRB-TRAINS
12536,Raipur-Lucknow Garib Rath,GRB-TRAINS
12537,Bapudham Express,SF-TRAINS
12538,Bapudham Express,SF-TRAINS
12539,YESVANTPUR - LUCKNOW SF Exp,SF-TRAINS
12540,LUCKNOW - YESVANTPUR SF Exp,SF-TRAINS
12541,Gorakhpur-Mumbai LTT SF Express,SF-TRAINS
12543,Yesvantpur-Tirupati Tri Weekly Intercity,SF-TRAINS
12544,Tirupati-Yesvantpur Tri Weekly SF Intercity,SF-TRAINS
12549,DURG - JAMMU TAWI SF Exp,SF-TRAINS
12550,JAMMU TAWI - DURG SF Exp,SF-TRAINS
12553,Vaishali SF Express,SF-TRAINS
40003,Chennai Beach Tambaram EMU(12 Car),PASS-TRAINS
12498,Shan-e-Punjab Express,SF-TRAINS
12505,GUWAHATI - DELHI ANAND VIHAR North East Exp,SF-TRAINS
12506,DELHI ANAND VIHAR - GUWAHATI North East Exp,SF-TRAINS
12509,BENGALURU - GUWAHATI (Kaziranga) SF Express,SF-TRAINS
12510,GUWAHATI - BENGALURU (Kaziranga) SF Express,SF-TRAINS
12515,RIVANDRUM - GUWAHATI Exp,SF-TRAINS
12516,GUWAHATI - TRIVANDRUM CENTRAL EXP,SF-TRAINS
12517,KOLKATA - GUWAHATI Garib Rath Exp,GRB-TRAINS
12518,GUWAHATI - KOLKATA Garib Rath Exp,GRB-TRAINS
12521,Raptisagar Express,SF-TRAINS
12523,New Jalpaiguri-New Delhi Superfast Express,SF-TRAINS
12524,New Delhi New Jalpaiguri SuperFast Express,SF-TRAINS
12525,Indrayani SF Express,SF-TRAINS
12526,Indrayani SF Express,SF-TRAINS
12529,Bhopal-Jabalpur Intercity Express,SF-TRAINS
12530,Jabalpur-Bhopal Intercity,SF-TRAINS
12531,Gorakhpur Lucknow InterCity Express,SF-TRAINS
12532,Lucknow Gorakhpur Inter City Express,SF-TRAINS
12533,Pushpak Express,SF-TRAINS
12534,Pushpak Express,SF-TRAINS
12545,RAXAUL - MUMBAI LTT Karmabhoomi Exp,SF-TRAINS
12547,Agra Fort Ahmedabad Tri Weekly Express,SF-TRAINS
12548,Ahmedabad-Agra Fort Express,SF-TRAINS
12554,Vaishali SF Express,SF-TRAINS
12557,Sapt Kranti SF Express,SF-TRAINS
12558,Sapt Kranti SF Express,SF-TRAINS
12569,Jaynagar-Delhi AnandViharT Garib Rath,GRB-TRAINS
12570,Anand Vihar Terminus-Jaynagar Garib Rath Express,GRB-TRAINS
12571,Howrah Prasanti Nilayam SF Express,SF-TRAINS
12572,Prashanti Nilayam Howrah SF Express,SF-TRAINS
12573,SainagarShirdi-Howrah Express,SF-TRAINS
12577,DARBHANGA - MYSORE BAGMATI SF Exp,SF-TRAINS
12578,MYSORE - DARBHANGA BAGMATI SF Exp,SF-TRAINS
12579,Digha- Puri SamudraKanya Express,SF-TRAINS
12581,Pune Bhubaneshwar Express,SF-TRAINS
12582,Bhubaneshwar-Pune Express,SF-TRAINS
12583,LUCKNOW - DELHI ANAND VIHAR T DOUBLE DECKER,SF-TRAINS
12584,DELHI ANAND VIHAR T - LUCKNOW DOUBLE DECKER,SF-TRAINS
12592,YESVANTPUR - GORAKHPUR SF Exp,SF-TRAINS
12593,Lucknow-Bhopal Garib Rath,GRB-TRAINS
12594,Bhopal-Lucknow Garib Rath Express,GRB-TRAINS
12605,Pallavan Superfast Express,SF-TRAINS
12606,Pallavan Superfast Express,SF-TRAINS
12607,CHENNAI CENTRAL - BANGALORE Lalbagh Exp,SF-TRAINS
12608,BANGALORE - CHENNAI CENTRAL Lalbagh Exp,SF-TRAINS
12609,CHENNAI CENT - BANGALORE SF Intercity Exp,SF-TRAINS
40009,Chennai Beach Tambaram EMU(12 Car),PASS-TRAINS
12556,Gorakhdham Express,SF-TRAINS
12559,Shiv Ganga Express,SF-TRAINS
12560,Shiv Ganga Express,SF-TRAINS
12562,Swatantrata Sainani Express,SF-TRAINS
12563,Mumbai LTT - Faizabad SF Express,SF-TRAINS
12564,Faizabad-Mumbai LTT SF Express,SF-TRAINS
12565,Bihar Sampark Kranti Express,EXP-TRAINS
12566,Bihar Sampark Kranti Express,EXP-TRAINS
12575,Kharagpur Purulia Express,SF-TRAINS
12576,Purulia Khargapur Intercity Express,SF-TRAINS
12587,Amarnath Express,SF-TRAINS
12588,Amarnath Express,SF-TRAINS
12589,Gorakhpur-Secunderabad Express,SF-TRAINS
12590,Secunderabad - Gorakhpur Express,SF-TRAINS
12601,Chennai Mangalore Mail,SF-TRAINS
12602,Chennai Mail,SF-TRAINS
12603,Chennai - Hyderabad Express,SF-TRAINS
12604,Hyderabad - Chennai Express,SF-TRAINS
12611,Chennai Central-H.Nizamuddin Garib Rath Express,GRB-TRAINS
12612,H Nizamuddin-Chennai Garib Rath Express,GRB-TRAINS
12613,Tippu Express,SF-TRAINS
12614,Tippu Express,SF-TRAINS
12616,GrandTrunk Express,SF-TRAINS
12620,MANGALORE CENT - MUMBAI LTT Matsyagandha Exp,SF-TRAINS
12622,Tamil Nadu Express,SF-TRAINS
12623,Chennai Tiruvananthapuram SF Mail,SF-TRAINS
12625,Kerala Express,SF-TRAINS
12626,Kerala Express,SF-TRAINS
12628,Karnataka Express,SF-TRAINS
12629,Karnataka Sampark Kranti Express,EXP-TRAINS
12630,Karnataka Sampark Kranti Express,EXP-TRAINS
12635,CHENNAI EGMORE - MADURAI Vaigai SF Exp,SF-TRAINS
12637,CHENNAI EGMORE - MADURAI Pandiyan SF Exp,SF-TRAINS
12638,MADURAI - CHENNAI EGMORE Pandiyan SF Exp,SF-TRAINS
12640,BANGALORE - CHENNAI CENT Brindavan Exp,SF-TRAINS
12643,Swarna Jayanthi Express,SF-TRAINS
12644,Swarna Jayanti Express,SF-TRAINS
12649,Karnataka Sampark Kranti Express,EXP-TRAINS
12650,Karnataka Sampark Kranti Express,EXP-TRAINS
12651,MADURAI - DELHI H NIZAMUDDIN Tamil Nadu S Kranti,EXP-TRAINS
12654,Mangalore Tiruchirappalli Weekly Superfast Express,SF-TRAINS
12657,CHENNAI - BANGALORE Mail,SF-TRAINS
12658,BANGALORE - CHENNAI Mail,SF-TRAINS
12662,SENGOTTAI - CHENNAI EGMORE Pothigai SF Exp,SF-TRAINS
12664,Tiruchirappalli-Howrah Express,SF-TRAINS
15605,Jorhat Town InterCity Express,EXP-TRAINS
40011,Chennai Beach Tambaram EMU(12 Car),PASS-TRAINS
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,SF-TRAINS
12618,NEW DELHI H NIZAMUDDIN - ERNAKULAM Mangala Lakshadweep Exp,SF-TRAINS
12621,Tamil Nadu Express,SF-TRAINS
12627,Karnataka Express,SF-TRAINS
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,SF-TRAINS
12632,TIRUNELVELI - CHENNAI EGMORE Nellai SF Exp,SF-TRAINS
12634,KANNIYAKUMARI - CHENNAI EGMORE SF Exp,SF-TRAINS
12639,CHENNAI CENT - BANGALORE Brindavan Exp,SF-TRAINS
12642,D H NIZAMUDDIN - KANYAKUMARI Thirukkural Exp,SF-TRAINS
12645,Millennium Expres,SF-TRAINS
12646,Millennium Express,SF-TRAINS
12647,Kongu Express,SF-TRAINS
12648,Kongu Express,SF-TRAINS
12655,Navjeevan Express,SF-TRAINS
12656,Navajivan Express,SF-TRAINS
12659,Gurudev Express,SF-TRAINS
12660,Shalimar-Nagercoil Gurudev Express,SF-TRAINS
12667,CHENNAI EGMORE - NAGERCOIL SF Exp,SF-TRAINS
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,SF-TRAINS
12673,Cheran Express,SF-TRAINS
12674,Cheran Express,SF-TRAINS
12675,Kovai Express,SF-TRAINS
12676,Kovai Express,SF-TRAINS
12677,Bangalore City - Ernakulam Intercity SF Express,SF-TRAINS
12678,Ernakulam-BangaloreCity Intercity Express,SF-TRAINS
12679,ChennaiCentral-Coimbatore InterCity,SF-TRAINS
12680,Coimbatore-Chennai Central InterCity SF Express,SF-TRAINS
12681,Chennai-Coimbatore Express,SF-TRAINS
12682,Coimbatore-Chennai Express,SF-TRAINS
12683,ERNAKULAM - BANGALORE SF Exp,SF-TRAINS
12695,Chennai-Trivandrum SuperFast Express,SF-TRAINS
12696,Trivandrum-Chennai Superfast Express,SF-TRAINS
12697,Chennai-Thiruvananthapuram Express,SF-TRAINS
12698,Thiruvananthapuram Central Chennai Central weekly express,SF-TRAINS
12701,Hussain Sagar Express,SF-TRAINS
12702,Hussain Sagar Express,SF-TRAINS
12703,Howrah - Secunderabad Falaknuma SF Express,SF-TRAINS
12704,Falaknuma Express,SF-TRAINS
12707,Andhra Pradesh Sampark Kranti Express,EXP-TRAINS
12708,Andhra Pradesh Sampark Kranti Express,EXP-TRAINS
12710,Simhapuri SF Express,SF-TRAINS
12711,Pinakini Express,SF-TRAINS
12712,Pinakini Express,SF-TRAINS
12714,Satavahana Express,SF-TRAINS
12715,Sachkhand SF Express,SF-TRAINS
15718,Mariani-Guwahati Intercity Express,EXP-TRAINS
40015,Chennai Beach Tambaram EMU(12 Car),PASS-TRAINS
52473,PATHANKOT - JOGINDER NAGAR PASSENGER,PASS-TRAINS
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,SF-TRAINS
12669,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,SF-TRAINS
12670,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,SF-TRAINS
12671,Nilgiri (Blue Mountain) Express,SF-TRAINS
12672,Nilgiri (Blue Mountain) Express,SF-TRAINS
12685,Chennai - Mangalore Express,SF-TRAINS
12686,Mangalore - Chennai Express,SF-TRAINS
12687,Chennai Dehradun Express,SF-TRAINS
12688,Dehradun Chennai Express,SF-TRAINS
12690,NAGERCOIL - CHENNAI SF Exp,SF-TRAINS
12691,CHENNAI - SSP NILAYAM SF Exp,SF-TRAINS
12692,SSP NILAYAM - CHENNAI SF Exp,SF-TRAINS
12693,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,SF-TRAINS
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,SF-TRAINS
12705,Guntur-Secunderabad SF Intercity,SF-TRAINS
12706,Secunderabad-Guntur SF Intercity,SF-TRAINS
12716,Sachkhand SF Express,SF-TRAINS
12719,AJMER - HYDERABAD DECCAN SF Exp,SF-TRAINS
12720,HYDERABAD DECCAN - AJMER SF Exp,SF-TRAINS
12725,Siddhaganga Intercity Express,SF-TRAINS
12726,Siddhaganga InterCity Express,SF-TRAINS
12731,Tirupati-Secunderabad Express,SF-TRAINS
12732,Secunderabad-Tirupati Express,SF-TRAINS
12733,Narayanadri Express,SF-TRAINS
12734,Narayanadri Express,SF-TRAINS
12737,Gowthami SF Express,SF-TRAINS
12738,Secunderabad - Kakinada Gowthami SF Express,SF-TRAINS
12740,Secunderabad-Visakhapatnam Garib Rath,GRB-TRAINS
12741,VASCO DA GAMA - PATNA SF Exp,SF-TRAINS
12742,PATNA - VASCO DA GAMA SF Exp,SF-TRAINS
12747,Palnadu Express,SF-TRAINS
12748,Palnadu Express,SF-TRAINS
12750,Mumbai LTT-Visakhapatnam SF Express,SF-TRAINS
12751,Manuguru-Secunderabad Tri Weekly SF Express,SF-TRAINS
12752,Secunderabad-Manuguru SF Express,SF-TRAINS
12753,Chennai-NewJalpaiguri SF Express,SF-TRAINS
12754,New Jalpaiguri-Chennai SF Express,SF-TRAINS
12763,Padmavati Express,SF-TRAINS
12764,Padmavati Express,SF-TRAINS
12777,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,SF-TRAINS
40045,Chennai Beach TambaramEMU,PASS-TRAINS
52469,PATHANKOT - BAIJNATHPAPROLA PASSENGER,PASS-TRAINS
53448,Bhagalpur Banka Passenger,PASS-TRAINS
55010,Chhapra Bhatni Passenger,PASS-TRAINS
55102,Barhaj Bazar Bhatni Passenger,PASS-TRAINS
55103,Bhatani Barhaj Passenger,PASS-TRAINS
55118,Bhatni Chhapra Passenger,PASS-TRAINS
55123,Bhatani Manduadih Passenger,PASS-TRAINS
12717,Ratnachal SF Express,SF-TRAINS
12718,Ratnachal SF Express,SF-TRAINS
12721,Dakshin SF Express,SF-TRAINS
12722,Dakshin SF Express,SF-TRAINS
12723,Andhra Pradesh Express,SF-TRAINS
12724,Andhra Pradesh Express,SF-TRAINS
12727,Godavari SF Express,SF-TRAINS
12728,Godavari SF Express,SF-TRAINS
12729,Pune-Nanded Express,SF-TRAINS
12730,Nanded-Pune SuperFast Express,SF-TRAINS
12755,Sangrami SF Expres,SF-TRAINS
12756,Sangrami Expres,SF-TRAINS
12759,Charminar Express,SF-TRAINS
12760,Charminar Express,SF-TRAINS
12785,Kacheguda-Bangalore SF Express,SF-TRAINS
12789,Rameswaram Kanyakumari SF Express,SF-TRAINS
12790,Kanyakumari Rameswaram SF Express,SF-TRAINS
12791,SECUNDERABAD - DANAPUR SF EXP,SF-TRAINS
12792,DANAPUR - SECUNDERABAD SF EXP,SF-TRAINS
12793,Chennai Egmore Madurai BI-Weekly Superfast Express,SF-TRAINS
